Ubicación;Latitud;Longitud;Familia;Genero-ESPECIE
QHVG+83F, Quito 170157, Ecuador;-0,206564851;-78,42412636;Apidae;Apis mellifera
Quito 170518, Ecuador;-0,187601667;-78,49337833;Apidae;Apis mellifera
Quito 170518, Ecuador;-0,187552585;-78,493584;Apidae;Apis mellifera
496Q+HW, Puerto Baquerizo Moreno, Ekvador;-0,890115939;-89,609292;Apidae;Xylocopa darwini
PGF7+Q4C, Puerto Velazco Ibarra, Ecuador;-1,27565;-90,48831111;Apidae;Xylocopa darwini
PGF7+Q4C, Puerto Velazco Ibarra, Ecuador;-1,275644444;-90,48828611;Apidae;Xylocopa darwini
Quito, Pichincha, EC;-0,459046667;-78,32328;Apidae;Bombus funebris
170902, Ecuador;-0,200593275;-78,43635245;Apidae;Apis mellifera
Archidona Canton, Ecuador;-0,524246521;-78,20926665;Apidae;Bombus rubicundus
Metropolitan District of Quito, Ecuador;0,025517421;-78,4833219;Apidae;Apis mellifera
Olimpica, Quito, Pichincha, EC;-0,066702833;-78,35626167;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753280816;-78,66523552;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753739972;-78,665184;Apidae;Bombus funebris
Tanicuchi, Ecuador;-0,752102972;-78,66571044;Apidae;Bombus funebris
Tanicuchi, Ecuador;-0,753922;-78,66490172;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753907944;-78,66510008;Apidae;Bombus robustus
Finca Heimatlos Eco Lodge and Farm, Provincia del Pastaza, Ecuador;-1,617749;-77,840674;Apidae;Tetragonisca angustula
ANDEC, Guayaquil, Ecuador;-2,259580686;-79,86698342;Apidae;Apis mellifera
Isla Santa MarÃ­a (Floreana) (Cab. en Pto. Velasco Ibarra), Ecuador;-1,312933333;-90,45451389;Apidae;Xylocopa darwini
La Carolina, Quito, Ecuador;-0,185598306;-78,48571667;Apidae;Bombus robustus
Via Acuario, Quito, Pichincha, EC;-0,19796194;-78,41985089;Apidae;Apis mellifera
Pajan, Ecuador;-1,658153498;-80,28537626;Apidae;Apis mellifera
Paseo San Francisco, Quito, Pichincha, EC;-0,198786667;-78,43598833;Apidae;Apis mellifera
VÃ­a La Costa, Ecuador;-2,194199972;-80,01253097;Apidae;Apis mellifera
Pampite, Quito, Pichincha, EC;-0,196811492;-78,43447541;Apidae;Apis mellifera
Saraguro, Ecuador;-3,56632;-79,456423;Apidae;Bombus funebris
San Cristobal, Ecuador;-0,884953625;-89,6058676;Apidae;Xylocopa darwini
San Cristobal, Ecuador;-0,891060138;-89,61153793;Apidae;Xylocopa darwini
Latacunga, Ecuador;-0,753920078;-78,66486413;Apidae;Bombus robustus
BaÃ±os, Tungurahua, Ecuador;-1,435938333;-78,44360667;Apidae;Bombus rubicundus
BaÃ±os, Tungurahua, Ecuador;-1,441211667;-78,44087167;Apidae;Bombus rubicundus
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,886358333;-89,53955833;Apidae;Xylocopa darwini
BaÃ±os Canton, Ecuador;-1,44284;-78,44100167;Apidae;Bombus rubicundus
Via principal Pinas Sector Moro Moro, 86WJ+CPF, Patagrande 070401, Ecuador;-3,653932;-79,7682037;Apidae;Exaerete smaragdina
Avenida Principal, Santo Domingo, Santo Domingo De Los Colorados, EC;-0,364866667;-79,27005;Apidae;Eulaema cingulata
Barrio El EdÃ©n, Puerto Ayora, Ecuador;-0,743847222;-90,31216389;Apidae;Xylocopa darwini
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
Mera, Pastaza, EC;-1,453580052;-78,11364806;Apidae;Bombus transversalis
Manta, Ecuador;-0,963454372;-80,75293758;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753807;-78,66475675;Apidae;Bombus funebris
Tanicuchi, Ecuador;-0,753888191;-78,66459411;Apidae;Bombus robustus
Santiago Island, Ecuador;-0,741797925;-90,32010555;Apidae;Xylocopa darwini
170902, Ecuador;-0,196511111;-78,43629167;Apidae;Apis mellifera
Parque Nacional Cayambe â€“ Coca, Quijos, Provincia de Napo, EC;-0,365991667;-78,1487805;Apidae;Bombus funebris
parque carolina;-0,181484;-78,484155;Apidae;Apis mellifera
MH93+GPM, SangolquÃ­ 171103, Ecuador;-0,331171972;-78,44582367;Apidae;Apis mellifera
San Cristobal, Ecuador;-0,912510099;-89,43738467;Apidae;Xylocopa darwini
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,745911063;-90,31165991;Apidae;Xylocopa darwini
Esmeraldas, EC-ES, EC;0,893588066;-79,71524048;Apidae;Apis mellifera
Toscana, Quito, Pichincha, EC;-0,210578333;-78,427605;Apidae;Apis mellifera
Metropolitano Guanguiltagua Park, Quito, Pichincha, EC;-0,177038514;-78,45996541;Apidae;Bombus funebris
OcÃ©ano PacÃ­fico, Rocafuerte, ManabÃ­, EC;-0,860608597;-80,53709969;Apidae;Apis mellifera
Otoya, Quito 170146, Ecuador;-0,299512535;-78,54667112;Apidae;Apis mellifera
Avenida PÃ­o Jaramillo Alvarado, Loja, Loja, EC;-4,028077833;-79,20249167;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,471388333;-78,31193667;Apidae;Bombus funebris
Quito;-0,180653;-78,467838;Apidae;Apis mellifera
170902, Ecuador;-0,196307141;-78,436605;Apidae;Apis mellifera
PGJH+VVH Parque la Armenia, Quito 170801, Ecuador;-0,2680144;-78,47030897;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus robustus
Miraflores, Quito, Ecuador;-0,192071906;-78,51906281;Apidae;Apis mellifera
Pagoda, Quito 170902, Ecuador;-0,197228139;-78,43561694;Apidae;Apis mellifera
Sevilla Don Bosco, Ecuador;-2,389291232;-78,1079945;Apidae;Apis mellifera
De las Acacias, Quito, Pichincha, EC;-0,189183333;-78,431625;Apidae;Apis mellifera
Mera, Ecuador;-1,40186626;-78,06793021;Apidae;Tetragonisca angustula
San Antonio, Ecuador;0,030219442;-78,43883324;Apidae;Apis mellifera
Quijos, Ecuador;-0,354652324;-78,20475582;Apidae;Bombus rubicundus
V48M+RFP, SamborondÃ³n 092301, Ecuador;-2,132628326;-79,86598469;Apidae;Apis mellifera
Cotacachi, EC-IM, EC;0,370168984;-78,41633949;Apidae;Bombus hortulanus
Via a la Hacienda San Vicente, SN Miguel Bancos, Pichincha, EC;-0,052427833;-78,77190333;Apidae;Eulaema cingulata
Aguarico, Parque Nacional YasunÃ­, EC-OR, EC;-0,636206972;-76,15064097;Apidae;Bombus transversalis
Parroquia Atocha - Ficoa, Ambato, Ecuador;-1,227838278;-78,62095667;Apidae;Anthophora pilifrons
Parroquia Atocha - Ficoa, Ambato, Ecuador;-1,227846639;-78,62096831;Apidae;Anthophora pilifrons
Parroquia Atocha - Ficoa, Ambato, Ecuador;-1,227845;-78,62112494;Apidae;Anthophora pilifrons
Rafael Troya, Quito, Pichincha, EC;-0,193156677;-78,43473003;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893558333;-89,61004667;Apidae;Xylocopa darwini
Puerto Baquerizo Moreno, Ecuador;-0,893625;-89,60999722;Apidae;Xylocopa darwini
Parque Nacional GalÃ¡pagos, Isabela, Galapagos, EC;-0,959886667;-90,998655;Apidae;Xylocopa darwini
Parque Nacional GalÃ¡pagos, Isabela, Galapagos, EC;-0,258538333;-91,36978;Apidae;Xylocopa darwini
Quijos, Ecuador;-0,382173346;-78,15540793;Apidae;Bombus rubicundus
493R+RGR, Puerto Baquerizo Moreno, Ecuador;-0,895177778;-89,60883056;Apidae;Xylocopa darwini
Tomas de Berlanga (Santo Tomas), Ecuador;-0,967005556;-91,01325278;Apidae;Xylocopa darwini
2XPP+6J2, Puerto Villamil, Ecuador;-0,966230556;-91,01304444;Apidae;Xylocopa darwini
2XPR+QX6, Puerto Villamil, Ecuador;-0,963241667;-91,00764722;Apidae;Xylocopa darwini
Isabela, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,8005;-91,09056111;Apidae;Xylocopa darwini
Nangaritza Canton, Ecuador;-4,262208333;-78,64534722;Apidae;Bombus transversalis
Puerto Baquerizo Moreno, Ecuador;-0,893591667;-89,61006944;Apidae;Xylocopa darwini
Puerto Baquerizo Moreno, Ecuador;-0,895175;-89,60881111;Apidae;Xylocopa darwini
Parque Nacional Cayambe â€“ Coca, Quijos, Napo, EC;-0,376938333;-78,15938617;Apidae;Bombus rubicundus
BaÃ±os Canton, Ecuador;-1,402013333;-78,297445;Apidae;Centris festiva
RÃ­o Silanche, Ecuador;0,1506615;-79,2636807;Apidae;Eulaema cingulata
Quijos, EC-NA, EC;-0,37926;-78,0728471;Apidae;Bombus rubicundus
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893553333;-89,61007;Apidae;Xylocopa darwini
Shushufindi, Ecuador;-0,496989837;-76,37414664;Apidae;Trigona williana
La Primavera, Quito, Ecuador;-0,2151522;-78,4320385;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893775;-89,60984167;Apidae;Xylocopa darwini
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893561667;-89,61006167;Apidae;Xylocopa darwini
Tena, Ecuador;-1,038690491;-77,67694678;Apidae;Eulaema cingulata
Gil Ramirez Davalos, Cuenca, Ecuador;-2,897002;-79,004874;Apidae;Apis mellifera
Chimborazo, Quito, Pichincha, EC;-0,197220863;-78,43119029;Apidae;Apis mellifera
Chimborazo, Quito, Pichincha, EC;-0,197261092;-78,43114463;Apidae;Apis mellifera
Metropolitan District of Quito, Ecuador;-0,459082937;-78,32329042;Apidae;Bombus funebris
Parque Nacional Cayambe â€“ Coca, Quijos, Province de Napo, EC;-0,362455;-78,1494055;Apidae;Bombus funebris
FQ5Q+7V7, Ecuador;-0,541560781;-78,20994258;Apidae;Bombus rubicundus
Colimes, Ecuador;-1,588615301;-80,06380967;Apidae;Apis mellifera
Finca MarÃ­a JosÃ©, Babahoyo, Los RÃ­os, Ecuador;-1,720141447;-79,52328449;Apidae;Eulaema cingulata
Finca Elba, CantÃ³n de Pueblo Viejo, Los RÃ­os,  Ecuador;-1,685417958;-79,57476854;Apidae;Eulaema polychroma
Finca Delia Margarita, CantÃ³n de Naranjito, Guayas, Ecuador;-2,125688874;-79,41536788;Apidae;Eulaema cingulata
Finca Delia Margarita, CantÃ³n de Naranjito, Guayas, Ecuador;-2,125688874;-79,41536788;Apidae;Eulaema cingulata
Finca Delia Margarita, CantÃ³n de Naranjito, Guayas, Ecuador;-2,125688874;-79,41536788;Apidae;Eulaema cingulata
Finca Isabela, Milagro, Guayas, Ecuador;-2,145812894;-79,52669449;Apidae;Eulaema cingulata
Finca Isabela, Milagro, Guayas, Ecuador;-2,145812894;-79,52669449;Apidae;Eulaema cingulata
TulcÃ¡n, Carchi, EC;0,866996667;-78,20220333;Apidae;Bombus hortulanus
TulcÃ¡n, Carchi, EC;0,867213333;-78,20134667;Apidae;Bombus hortulanus
Tonsupa, Ecuador;0,893372082;-79,81305465;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Isabela, Galapagos, EC;-0,963288333;-91,0066;Apidae;Xylocopa darwini
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus funebris
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus funebris
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,905532235;-89,61150553;Apidae;Xylocopa darwini
San Antonio;-1,251412848;-78,62781599;Apidae;Apis mellifera
Paso Lateral Yantzaza, Yantzaza, Zamora Chinchipe, EC;-3,83295;-78,77221667;Apidae;Bombus transversalis
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,8994;-89,60649167;Apidae;Xylocopa darwini
Valladolid, Quito, Pichincha, EC;-0,21181196;-78,48414044;Apidae;Apis mellifera
Archidona Canton, Ecuador;-0,725494;-77,769332;Apidae;Exaerete smaragdina
GVRP+JH8, Mera, Ecuador;-1,4589344;-78,1132308;Apidae;Aglae caerulea
Puerto Napo, Ecuador;-1,031838;-77,730957;Apidae;Exaerete smaragdina
QGM2+GXM, Quito 170136, Ecuador;-0,21605813;-78,49764403;Apidae;Anthophora pilifrons
Iquique, Quito, Pichincha, EC;-0,217394206;-78,4990256;Apidae;Apis mellifera
Quijos, EC-NA, EC;-0,32516269;-78,14798464;Apidae;Bombus rubicundus
Archidona Canton, Ecuador;-0,535926806;-78,21614487;Apidae;Bombus funebris
Via Acuario, Quito, Pichincha, EC;-0,198145;-78,41963333;Apidae;Apis mellifera
Nangaritza, Ecuador;-4,388428851;-78,66709139;Apidae;Apis mellifera
Numa Pompllo Llona, Quito, Pichincha, EC;-0,215946261;-78,49763997;Apidae;Apis mellifera
Covales, Quito 170124, Ecuador;-0,161009595;-78,45788574;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,926886667;-89,42971667;Apidae;Xylocopa darwini
Baeza, Ecuador;-0,472538;-77,895721;Apidae;Centris festiva
Universidad de las Fuerzas Armadas, RumiÃ±ahui, Pichincha, EC;-0,313316667;-78,4432;Apidae;Apis mellifera
Quilotoa, Ecuador;-0,9387414;-78,6054298;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,895039029;-89,60935698;Apidae;Xylocopa darwini
antisani volcano;-0,541333;-78,209391;Apidae;Bombus rubicundus
Metropolitan District of Quito, Ecuador;-0,459045653;-78,32330346;Apidae;Bombus funebris
Hard River Restaurant Baeza, Ecuador;-0,4620962;-77,8955972;Apidae;Centris festiva
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,893561667;-89,61006167;Apidae;Xylocopa darwini
Tanicuchi, Ecuador;-0,753787972;-78,66488647;Apidae;Bombus robustus
J Mendoza, El Oro, EC;-3,480878953;-80,24205807;Apidae;Apis mellifera
TesorerÃ­a, Guayaquil, Ecuador;-2,148235972;-79,96346697;Apidae;Apis mellifera
Tamiaju, Quijos, Ecuador;-0,591028469;-77,85403486;Apidae;Bombus hortulanus
Tamiaju, Quijos, Ecuador;-0,591028469;-77,85403486;Apidae;Thygater aethiops
Zamora Canton, Ecuador;-4,090783333;-78,95834444;Apidae;Xylocopa similis
Ð“ÑƒÐ°Ð´Ð°Ð»ÑƒÐ¿Ðµ, Ð­ÐºÐ²Ð°Ð´Ð¾Ñ€;-3,9116733;-78,8885123;Apidae;Xylocopa similis
Heleodoro Ayala Y S11 (1), Quito 170141, Ecuador;-0,259568213;-78,50654092;Apidae;Apis mellifera
HWXM+967, Ecuador;-1,397854127;-78,06736808;Apidae;Paratetrapedia scaposa
Q83V+C33, Ecuador;-1,2467722;-78,6579905;Apidae;Apis mellifera
El Ejido, Quito, Pichincha, EC;-0,072446998;-78,4267308;Apidae;Apis mellifera
Quijos, Ecuador;-0,382419972;-78,06992097;Apidae;Bombus hortulanus
BahÃ­a Sardina, Isla de San CristÃ³bal, Ecuador;-0,695908333;-89,36259722;Apidae;Xylocopa darwini
Riobamba, Chimborazo, EC;-1,523313101;-78,85126496;Apidae;Bombus funebris
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus funebris
Parque Nacional GalÃ¡pagos, San Cristobal, Galapagos, EC;-0,909821667;-89,60785;Apidae;Xylocopa darwini
Universidad de las Fuerzas Armadas, RumiÃ±ahui, Pichincha, EC;-0,312411667;-78,44529667;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,198164265;-78,43322524;Apidae;Apis mellifera
5FR3+8GW, Babahoyo, Ecuador;-1,809593333;-79,54632;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,031636354;-78,4519543;Apidae;Apis mellifera
Cumbaya, Ecuador;-0,2107252;-78,4410895;Apidae;Apis mellifera
Nicolas PazmiÃ±o Vaca, Quito, Pichincha, EC;-0,256915684;-78,49537262;Apidae;Apis mellifera
Los Bancos Canton, Ecuador;-0,055720487;-78,76076138;Apidae;Eulaema cingulata
Loja, Ecuador;-4,376900938;-79,11311672;Apidae;Bombus rubicundus
Loja, Ecuador;-4,376900938;-79,11311672;Apidae;Bombus rubicundus
CantÃ³n palanda vÃ­a Valladolid, 190102, Ecuador;-4,4954121;-79,1319918;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753661618;-78,66493111;Apidae;Apis mellifera
Jama, Ecuador;-0,087690407;-80,15464409;Apidae;Apis mellifera
Tena, Ecuador;-0,991867273;-77,81472713;Apidae;Apis mellifera
San Juan de Muyuna, Ecuador;-0,955252311;-77,85953812;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, San Cristobal, GalÃ¡pagos, EC;-0,907591659;-89,45697833;Apidae;Xylocopa darwini
RG77+HWP, Quito 170135, Ecuador;-0,186055556;-78,48496667;Apidae;Bombus funebris
43, Alborada Etapa 12 090501, Ecuador;-2,133439132;-79,90473289;Apidae;Apis mellifera
Via Acuario, Quito, Pichincha, EC;-0,197971667;-78,41969167;Apidae;Apis mellifera
Via Acuario, Quito, Pichincha, EC;-0,19812;-78,41958667;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753436747;-78,66515555;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753885428;-78,66480936;Apidae;Apis mellifera
Santa Rosa, EC-EO, EC;-3,464091667;-79,93422833;Apidae;Apis mellifera
Santa Rosa, EC-EO, EC;-3,462660237;-79,93379261;Apidae;Apis mellifera
Balcon de Valle, Quito 170145, Ecuador;-0,253618463;-78,4957058;Apidae;Apis mellifera
Troncal AmazÃ³nica, Tena, Napo, EC;-0,997396667;-77,80645833;Apidae;Apis mellifera
CantÃ³n de Chilla, Ecuador;-3,452209291;-79,59178548;Apidae;Bombus hortulanus
Cotundo, Ecuador;-0,534298685;-78,21921598;Apidae;Bombus rubicundus
25C3+2F4, Ecuador;-0,980898279;-77,84737162;Apidae;Tetragonisca angustula
QHVG+7JG, Quito 170902, Ecuador;-0,2070176;-78,4232499;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,198314449;-78,41983282;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,198455678;-78,41979283;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,198315738;-78,41983345;Apidae;Apis mellifera
Machala, Ecuador;-3,257490735;-79,92794104;Apidae;Apis mellifera
Machala, EC-EO, EC;-3,278061639;-79,89483335;Apidae;Apis mellifera
El Cambio;-3,292248953;-79,90247816;Apidae;Apis mellifera
P4C4+QH, El Cambio, Ecuador;-3,277932088;-79,89459649;Apidae;Apis mellifera
Pomasqui, Quito, Ecuador;-0,0400918;-78,4549279;Apidae;Apis mellifera
Machala, EC-EO, EC;-3,2569966;-79,9561669;Apidae;Apis mellifera
PucarÃ¡ de Rumicucho, San Antonio, Quito, Ecuador;0,01235029;-78,43110816;Apidae;Apis mellifera
ZoolÃ³gico de Guayllabamba, Quito, Pichincha, EC;-0,071206663;-78,35912815;Apidae;Apis mellifera
QHRJ+W58, Quito 170902, Ecuador;-0,20738359;-78,41977816;Apidae;Eulaema polychroma
Yantzaza, Ecuador;-3,74377603;-78,61394266;Apidae;Eulaema cingulata
La Armenia, Quito, Ecuador;-0,264480292;-78,4549674;Apidae;Apis mellifera
BaÃ±os, Tungurahua, EC;-1,418705;-78,42623833;Apidae;Bombus hortulanus
La Granja, Quito, Ecuador;-0,182435167;-78,50464527;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,198230581;-78,41990168;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,1982391;-78,41992146;Apidae;Apis mellifera
170902, Ecuador;-0,200334454;-78,43716256;Apidae;Apis mellifera
Buenavista, Ecuador;-3,3652029;-79,8458931;Apidae;Apis mellifera
PGMW+R65, Quito 170803, Ecuador;-0,26458188;-78,45470387;Apidae;Apis mellifera
Universidad TÃ©cnica de Machala, Machala, El Oro, EC;-3,287123558;-79,91143562;Apidae;Apis mellifera
San Juan de Muyuna, Ecuador;-0,956620718;-77,85968866;Apidae;Apis mellifera
Hacienda Patichubamba, Quito, Ecuador;-0,4225068;-78,4051196;Apidae;Apis mellifera
Parque Calderon - Benigno malo & Simon Bolivar | Seminario San Luis, Cuenca, Ecuador;-2,896945;-79,00487097;Apidae;Apis mellifera
RG77+GQV, Quito 170135, Ecuador;-0,186330385;-78,48552078;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,216611111;-78,40037222;Apidae;Apis mellifera
Saraguro, Ecuador;-3,674163047;-79,2357173;Apidae;Bombus rubicundus
254P+H47, Tena, Ecuador;-0,9938593;-77,8156741;Apidae;Apis mellifera
Parque amazonico Isla del Amor, Tena, Napo, EC;-0,993980686;-77,81579683;Apidae;Apis mellifera
24FW+H5M, Muyuna, Ecuador;-0,973383152;-77,85517015;Apidae;Trigona chanchamayoensis
Universidad TÃ©cnica de Machala, Machala, El Oro, EC;-3,285284829;-79,91096856;Apidae;Apis mellifera
Machala;-3,258110663;-79,95539244;Apidae;Trigona fulviventris
CantÃ³n de Chilla, Ecuador;-3,452202263;-79,59183376;Apidae;Apis mellifera
Reserva ecolÃ³gica Antisana, Archidona, Napo, EC;-0,536141667;-78,21640833;Apidae;Bombus funebris
Reserva ecolÃ³gica Antisana, Archidona, Napo, EC;-0,536178333;-78,21638667;Apidae;Bombus rubicundus
P36Q+XQG, El Cambio, Ecuador;-3,2875401;-79,91055;Apidae;Apis mellifera
Machala, EC-EO, EC;-3,287433333;-79,91017778;Apidae;Apis mellifera
De las Acacias, Quito, Pichincha, EC;-0,189161667;-78,43196167;Apidae;Apis mellifera
G2RM+67V, Santa Rosa, Ecuador;-3,459388556;-79,96683072;Apidae;Apis mellifera
G2RM+67V, Santa Rosa, Ecuador;-3,459388556;-79,96683072;Apidae;Apis mellifera
El Pangui, Ecuador;-3,657963998;-78,6054437;Apidae;Bombus transversalis
Quito, Ecuador;-0,218994466;-78,34042124;Apidae;Apis mellifera
Tena, EC-NA, EC;-0,993542145;-77,8157778;Apidae;Apis mellifera
Archidona, Napo, EC;-0,8935348;-77,71024705;Apidae;Xylocopa similis
Rio Bonito, Ecuador;-3,10336573;-79,72908072;Apidae;Apis mellifera
Urdaneta (Paquishapa), Ecuador;-3,652102778;-79,16531667;Apidae;Apis mellifera
Tena, Ecuador;-1,010868288;-77,64816138;Apidae;Scaptotrigona bipunctata
Via a la PeaÃ±a, Pasaje, El Oro, EC;-3,307691667;-79,85864167;Apidae;Apis mellifera
Las OrquÃ­deas Este, Guayaquil, Ecuador;-2,079666667;-79,90823056;Apidae;Apis mellifera
Las OrquÃ­deas Este, Guayaquil, Ecuador;-2,079569444;-79,90835;Apidae;Apis mellifera
QG9X+QR3, Quito 170184, Ecuador;-0,2297292;-78,4505719;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753572972;-78,66497039;Apidae;Bombus funebris
R2VP+HV3 La t de sendero espol, Guayaquil, Ecuador;-2,156045;-79,962754;Apidae;Exaerete smaragdina
Tena, Napo, EC;-0,878455;-77,264555;Apidae;Tetragonisca angustula
Loja, Ecuador;-3,679286066;-79,23520018;Apidae;Bombus rubicundus
Saraguro, Ecuador;-3,680146232;-79,23823888;Apidae;Bombus rubicundus
Saraguro, Loja, EC;-3,65127;-79,16757167;Apidae;Apis mellifera
San Lucas, Ecuador;-3,679358333;-79,23558611;Apidae;Bombus rubicundus
Mashpi, Distrito Metropolitano de Quito, Ecuador;0,164518491;-78,87512815;Apidae;Eulaema leucopyga
Conocoto, Quito, Ecuador;-0,290473945;-78,48791733;Apidae;Apis mellifera
Ecuador;-0,815754;-76,686328;Apidae;Trigona chanchamayoensis
Santa Ines, Quito, Pichincha, EC;-0,198061667;-78,42002833;Apidae;Apis mellifera
Santa Ines, Quito, Pichincha, EC;-0,19805;-78,42002833;Apidae;Apis mellifera
CantÃ³n de Arajuno, Ecuador;-1,324415;-77,568718;Apidae;Exaerete smaragdina
QHVG+7JG, Quito 170902, Ecuador;-0,207133333;-78,42335556;Apidae;Apis mellifera
170902, Ecuador;-0,206558333;-78,42069722;Apidae;Apis mellifera
Cuenca, Ecuador;-2,9001285;-79,0058965;Apidae;Apis mellifera
Chugchillan, Ecuador;-0,860772222;-78,91878056;Apidae;Bombus funebris
Ahuano, Ecuador;-0,973834972;-77,46519469;Apidae;Bombus transversalis
Loreto CantÃ³n, Ecuador;-0,553212872;-77,44484491;Apidae;Trigona chanchamayoensis
Loreto CantÃ³n, Ecuador;-0,553212872;-77,44484491;Apidae;Partamona testacea
Quijos, Ecuador;-0,35561;-78,15091667;Apidae;Bombus rubicundus
Tena, Napo, EC;-0,846410006;-77,25265765;Apidae;Melipona grandis
